1,11,서울특별시,010,종로구,53,사직동
2,11,서울특별시,010,종로구,54,삼청동
3,11,서울특별시,010,종로구,55,부암동
4,11,서울특별시,010,종로구,56,평창동
5,11,서울특별시,010,종로구,57,무악동
6,11,서울특별시,010,종로구,58,교남동
7,11,서울특별시,010,종로구,60,가회동
8,11,서울특별시,010,종로구,61,종로1·2·3·4가동
9,11,서울특별시,010,종로구,63,종로5·6가동
10,11,서울특별시,010,종로구,64,이화동
11,11,서울특별시,010,종로구,67,창신1동
12,11,서울특별시,010,종로구,68,창신2동
13,11,서울특별시,010,종로구,69,창신3동
14,11,서울특별시,010,종로구,70,숭인1동
15,11,서울특별시,010,종로구,71,숭인2동
16,11,서울특별시,010,종로구,72,청운효자동
17,11,서울특별시,010,종로구,73,혜화동
18,11,서울특별시,020,중구,52,소공동
19,11,서울특별시,020,중구,54,회현동
20,11,서울특별시,020,중구,55,명동
21,11,서울특별시,020,중구,57,필동
22,11,서울특별시,020,중구,58,장충동
23,11,서울특별시,020,중구,59,광희동
24,11,서울특별시,020,중구,60,을지로동
25,11,서울특별시,020,중구,65,신당5동
26,11,서울특별시,020,중구,67,황학동
27,11,서울특별시,020,중구,68,중림동
28,11,서울특별시,020,중구,69,신당동
29,11,서울특별시,020,중구,70,다산동
30,11,서울특별시,020,중구,71,약수동
31,11,서울특별시,020,중구,72,청구동
32,11,서울특별시,020,중구,73,동화동
33,11,서울특별시,030,용산구,51,후암동
34,11,서울특별시,030,용산구,52,용산2가동
35,11,서울특별시,030,용산구,53,남영동
36,11,서울특별시,030,용산구,57,원효로2동
37,11,서울특별시,030,용산구,58,효창동
38,11,서울특별시,030,용산구,59,용문동
39,11,서울특별시,030,용산구,63,이촌1동
40,11,서울특별시,030,용산구,64,이촌2동
41,11,서울특별시,030,용산구,65,이태원1동
42,11,서울특별시,030,용산구,66,이태원2동
43,11,서울특별시,030,용산구,69,서빙고동
44,11,서울특별시,030,용산구,70,보광동
45,11,서울특별시,030,용산구,71,청파동
46,11,서울특별시,030,용산구,72,원효로1동
47,11,서울특별시,030,용산구,73,한강로동
48,11,서울특별시,030,용산구,74,한남동
49,11,서울특별시,040,성동구,52,왕십리2동
50,11,서울특별시,040,성동구,54,마장동
51,11,서울특별시,040,성동구,55,사근동
52,11,서울특별시,040,성동구,56,행당1동
53,11,서울특별시,040,성동구,57,행당2동
54,11,서울특별시,040,성동구,58,응봉동
55,11,서울특별시,040,성동구,59,금호1가동
56,11,서울특별시,040,성동구,62,금호4가동
57,11,서울특별시,040,성동구,65,성수1가1동
58,11,서울특별시,040,성동구,66,성수1가2동
59,11,서울특별시,040,성동구,67,성수2가1동
60,11,서울특별시,040,성동구,68,성수2가3동
61,11,서울특별시,040,성동구,69,송정동
62,11,서울특별시,040,성동구,70,용답동
63,11,서울특별시,040,성동구,71,왕십리도선동
64,11,서울특별시,040,성동구,72,금호2·3가동
65,11,서울특별시,040,성동구,73,옥수동
66,11,서울특별시,050,광진구,53,화양동
67,11,서울특별시,050,광진구,54,군자동
68,11,서울특별시,050,광진구,55,중곡1동
